iter	Logloss
340	0.3391291507
341	0.3383682483
342	0.3377363259
343	0.3373422924
344	0.3366624238
345	0.3362145643
346	0.3354379527
347	0.3348662242
348	0.3343198201
349	0.3339579143
350	0.3336102698
351	0.3330277257
352	0.3323438002
353	0.3318849787
354	0.3313660463
355	0.3309486969
356	0.3305524633
357	0.3302149373
358	0.329629585
359	0.3291048913
360	0.3284838109
361	0.3278912344
362	0.3274191671
363	0.3268244244
364	0.3262216087
365	0.3258544561
366	0.3253801178
367	0.3249022674
368	0.324398535
369	0.3238996735
370	0.3231930853
371	0.3228037131
372	0.3221699626
373	0.3216906507
374	0.3213806107
375	0.320853812
376	0.3204206975
377	0.3197136899
378	0.3191935247
379	0.3188483511
380	0.3185363578
381	0.3179494573
382	0.3173802797
383	0.316744858
384	0.316212811
385	0.3157047184
386	0.3156152126
387	0.3151878443
388	0.3148461709
389	0.3144243865
390	0.3137661973
391	0.3133506428
392	0.3126748717
393	0.3121224695
394	0.3116558217
395	0.3112066237
396	0.3105830037
397	0.3103633478
398	0.3098516713
399	0.3093309976
400	0.3089960648
401	0.3085243106
402	0.3079184264
403	0.3074033879
404	0.3068919189
405	0.3062942171
406	0.3059383684
407	0.3055202071
408	0.3051528229
409	0.3049794556
410	0.3045383043
411	0.3041483956
412	0.3036515207
413	0.3031903807
414	0.3027677174
415	0.3023757776
416	0.3019348202
417	0.3016340914
418	0.3012854004
419	0.3007473523
420	0.3003509279
421	0.2998863693
422	0.2993548965
423	0.2989259988
424	0.2983633408
425	0.2981390214
426	0.2977059559
427	0.2974933152
428	0.2968981002
429	0.2965002241
430	0.2959067452
431	0.2958525042
432	0.2954051555
433	0.2950368094
434	0.2946372274
435	0.2941436715
436	0.2939430143
437	0.2934265265
438	0.2930207222
439	0.2926815748
440	0.2923164579
441	0.2921070419
442	0.2918268759
443	0.2914896751
444	0.2908091289
445	0.2904030424
446	0.2901576946
447	0.289752884
448	0.2893330093
449	0.2888134499
450	0.2883529195
451	0.2880105806
452	0.2876089577
453	0.2871492452
454	0.2867875937
455	0.2864823983
456	0.2862339042
457	0.2858507482
458	0.2855060033
459	0.2850096988
460	0.284818635
461	0.284476284
462	0.2842061588
463	0.2839422596
464	0.2836258245
465	0.2833506789
466	0.2827742688
467	0.2825817285
468	0.2822140938
469	0.2817911566
470	0.281476816
471	0.281137609
472	0.2806939188
473	0.2804928844
474	0.280032219
475	0.27964587
476	0.2792175737
477	0.278889177
478	0.2785265981
479	0.2782628634
480	0.2779040804
481	0.2774119996
482	0.2771734746
483	0.2767168917
484	0.2763641031
485	0.2761021302
486	0.2757421656
487	0.2755325112
488	0.2751116813
489	0.2746552093
490	0.274202715
491	0.2736529127
492	0.2733907224
493	0.2728728637
494	0.2725446103
495	0.2720583179
496	0.2718751099
497	0.2715372903
498	0.2711017071
499	0.2708850495
500	0.2705949726
501	0.2704011866
502	0.2701100654
503	0.2698089005
504	0.2694212093
505	0.2689486976
506	0.2684963149
507	0.2680819185
508	0.2677354843
509	0.2671988486
510	0.2670020227
511	0.2667335672
512	0.2664105545
513	0.2660948506
514	0.2658378542
515	0.2656192666
516	0.2651979886
517	0.2648544515
518	0.2646352
519	0.2642594508
520	0.2638244357
521	0.2637588397
522	0.2633699488
523	0.2630587726
524	0.262653722
525	0.262432167
526	0.2620991321
527	0.261713968
528	0.2614632222
529	0.2611693
530	0.2605953662
531	0.2602636776
532	0.259902681
533	0.2595781774
534	0.2591979877
535	0.2589609378
536	0.2586542496
537	0.2582618934
538	0.2580404387
539	0.257794404
540	0.2575029267
541	0.257171002
542	0.2567937219
543	0.2564099027
544	0.2561722541
545	0.2559392271
546	0.2554909017
547	0.2551574488
548	0.2549382011
549	0.2545899164
550	0.2542626797
551	0.2537467136
552	0.2534517057
553	0.253162106
554	0.2529064394
555	0.2525234577
556	0.2523535664
557	0.2519628598
558	0.2513952897
559	0.2512457325
560	0.2509194337
561	0.2506308473
562	0.2504054779
563	0.2499360902
564	0.2496235069
565	0.2493710416
566	0.2491878188
567	0.248953828
568	0.2484513593
569	0.2480167411
570	0.2477708798
571	0.247511116
572	0.2471884466
573	0.2468529811
574	0.2465929823
575	0.2462913009
576	0.2458871252
577	0.2456555646
578	0.245306118
579	0.2450168978
580	0.2446136048
581	0.2444792609
582	0.2442087252
583	0.24391098
584	0.2436752987
585	0.2431866828
586	0.2428394277
587	0.242526744
588	0.2422489897
589	0.24185752
590	0.2414586472
591	0.2412082613
592	0.2409940294
593	0.2406116045
594	0.2402422609
595	0.2397806524
596	0.2395535568
597	0.2394302499
598	0.2391146357
599	0.2388208973
600	0.2385273531
601	0.2380113338
602	0.2379343861
603	0.2377002775
604	0.2372927526
605	0.2370343838
606	0.2366294442
607	0.2362787392
608	0.2359416391
609	0.235548944
610	0.2352454474
611	0.2348695465
612	0.2346482401
613	0.234258199
614	0.2339664196
615	0.2337769213
616	0.2336078735
617	0.2332955448
618	0.2330385322
619	0.2326345474
620	0.232319578
621	0.2320837458
622	0.2318387194
623	0.2314306675
624	0.2311385123
625	0.2309094313
626	0.2306995569
627	0.2305011678
628	0.2301066193
629	0.2297483822
630	0.2296193329
631	0.22928629
632	0.2290204797
633	0.2287549414
634	0.2285200482
635	0.2282724362
636	0.2279255635
637	0.2276993605
638	0.2274875675
639	0.2272222842
640	0.2269072152
641	0.2267110661
642	0.2264560469
643	0.2262872805
644	0.2260984322
645	0.2259394142
646	0.2255404007
647	0.2252631833
648	0.225110601
649	0.2248887786
650	0.2246201683
651	0.2244292256
652	0.2241940106
653	0.2239691725
654	0.2237849153
655	0.223534134
656	0.223298455
657	0.2230145863
658	0.2227125187
659	0.2224366412
660	0.2221222863
661	0.2219749998
662	0.221771648
663	0.2214961701
664	0.221312183
665	0.2211219661
666	0.2209208181
667	0.2206640021
668	0.2203195212
669	0.2200406443
670	0.2197954598
671	0.2196213143
672	0.2194110521
673	0.2191643504
674	0.218852887
675	0.2186169025
676	0.2184589426
677	0.2181790879
678	0.2178891196
679	0.2177321326
680	0.2175179746
681	0.2173031851
682	0.2169997051
683	0.2168008308
684	0.2165678072
685	0.21635367
686	0.2159921448
687	0.2156753751
688	0.2154641778
689	0.2151667876
690	0.2149305547
691	0.2146135701
692	0.2143478612
693	0.2140612214
694	0.2138700549
695	0.2135649787
696	0.2133094612
697	0.2130746581
698	0.2128031816
699	0.2126292926
700	0.2124446321
701	0.2121676674
702	0.2118946129
703	0.2116425445
704	0.2113825652
705	0.211102497
706	0.2109610555
707	0.2106353441
708	0.2104480538
709	0.2101637404
710	0.2100129746
711	0.2097827924
712	0.2095631361
713	0.2093269919
714	0.2090585009
715	0.2088369093
716	0.2085638812
717	0.2083185447
718	0.2080486817
719	0.2079087583
720	0.2077125492
721	0.2074962372
722	0.2074014726
723	0.2073014714
724	0.2070747376
725	0.2068516691
726	0.2066309226
727	0.2064574225
728	0.2062219925
729	0.205979875
730	0.205765877
731	0.205563068
732	0.2053569306
733	0.2052473018
734	0.2050336196
735	0.2048375784
736	0.204742982
737	0.2045554258
738	0.2044379545
739	0.2043449573
740	0.2041013961
741	0.2038809306
742	0.2035599645
743	0.2033275943
744	0.2030427912
745	0.2029056357
746	0.2025519304
747	0.2023364902
748	0.2020187106
749	0.2017884745
750	0.2016951295
751	0.2015927506
752	0.2015208696
753	0.2013205399
754	0.2011530479
755	0.2008995489
756	0.2007283153
757	0.2006103091
758	0.2003463805
759	0.2001263594
760	0.2000703136
761	0.1999351058
762	0.1996839454
763	0.199574669
764	0.199398624
765	0.1992054084
766	0.1990819441
767	0.1988875455
768	0.1985948376
769	0.1984805069
770	0.1982094464
771	0.1980145823
772	0.1978836418
773	0.1976328021
774	0.1972822336
775	0.1970577244
776	0.1968550094
777	0.1967101497
778	0.1964945186
779	0.1963244586
780	0.1961614984
781	0.195967177
782	0.195814359
783	0.1957216557
784	0.1954850637
785	0.1952151026
786	0.1950429938
787	0.1947546699
788	0.1945808202
789	0.19446463
790	0.1942509549
791	0.1941253418
792	0.1939683896
793	0.1936832278
794	0.1935748779
795	0.1933031667
796	0.1931498473
797	0.1930367271
798	0.1928826657
799	0.1925769286
800	0.1923396342
801	0.1921099345
802	0.1919492815
803	0.1918266284
804	0.1916289575
805	0.1913975455
806	0.1912976277
807	0.1911038424
808	0.1909795302
809	0.1907924399
810	0.1905937636
811	0.1904034845
812	0.1901747856
813	0.1899167394
814	0.1897831812
815	0.1895736637
816	0.1893668895
817	0.1892348856
818	0.1890925727
819	0.1890605711
820	0.1889212878
821	0.1888031778
822	0.188684184
823	0.1885281069
824	0.188333952
825	0.188196435
826	0.187990026
827	0.1877809276
828	0.1876789467
829	0.1874567542
830	0.1872227701
831	0.1868644704
832	0.1866844493
833	0.1865093991
834	0.1863465739
835	0.1861126178
836	0.1859383889
837	0.1858542709
838	0.1857332964
839	0.1855584873
840	0.1853139008
841	0.1851626899
842	0.184991193
843	0.1848201439
844	0.1846381037
845	0.1844277544
846	0.1842723059
847	0.1840882252
848	0.183885448
849	0.1836947919
850	0.1835079276
851	0.1833697739
852	0.1831701541
853	0.1829640167
854	0.1827913387
855	0.1825627092
856	0.1823093355
857	0.1821549233
858	0.181897939
859	0.1817462546
860	0.1815411852
861	0.1813955843
862	0.1812229258
863	0.1809871955
864	0.1807944782
865	0.180664081
866	0.1804694481
867	0.180418769
868	0.180315201
869	0.1801329172
870	0.1799148133
871	0.1797198125
872	0.1795936295
873	0.1794490154
874	0.1792615407
875	0.1791808439
876	0.1790844217
877	0.1789317399
878	0.1787364
879	0.1784714234
880	0.1783220225
881	0.1781368554
882	0.1779884406
883	0.1778240543
884	0.177687757
885	0.1774892354
886	0.1773025167
887	0.1770623009
888	0.1769657716
889	0.1768220976
890	0.176629721
891	0.1764579155
892	0.1762175828
893	0.1760657645
894	0.1758872478
895	0.1757321252
896	0.1756197772
897	0.1753955506
898	0.1751962681
899	0.1749990658
900	0.1748930469
901	0.1747436965
902	0.1745894721
903	0.1744727417
904	0.174340259
905	0.1741873712
906	0.1740200233
907	0.1738587259
908	0.1736061867
909	0.1734273683
910	0.1732437758
911	0.1731013829
912	0.1729818658
913	0.1728488022
914	0.1726906198
915	0.1725326222
916	0.1724318447
917	0.1722776154
918	0.1721010265
919	0.1718288362
920	0.1717399121
921	0.171517995
922	0.1714187102
923	0.1711421911
924	0.1709838872
925	0.1707555173
926	0.1706707591
927	0.170489086
928	0.1702605063
929	0.1700351989
930	0.1698793603
931	0.1697701691
932	0.169671537
933	0.1694811126
934	0.169268891
935	0.169149203
936	0.1689828212
937	0.1689295739
938	0.1687913118
939	0.168744701
940	0.1685531732
941	0.1684733369
942	0.1683817664
943	0.1681642547
944	0.16807749
945	0.1678965178
946	0.1677672127
947	0.1675615722
948	0.1674360946
949	0.167288074
950	0.1671473957
951	0.1670018533
952	0.1667815888
953	0.1666073859
954	0.166485244
955	0.1661527376
956	0.1659838976
957	0.1658265851
958	0.1656494933
959	0.1654885668
960	0.1653760151
961	0.1652870978
962	0.1651530779
963	0.165004562
964	0.1647606481
965	0.1645749241
966	0.1644191685
967	0.1643100573
968	0.1641849691
969	0.1640968138
970	0.1639680093
971	0.1638723208
972	0.1637664935
973	0.1636553414
974	0.1636075868
975	0.1635001151
976	0.1634071941
977	0.1633330516
978	0.1632188664
979	0.1630632545
980	0.1629832353
981	0.1628620123
982	0.1627204863
983	0.1625796032
984	0.1625104916
985	0.1622702427
986	0.162105314
987	0.1619968252
988	0.1618864102
989	0.1617834296
990	0.1616790785
991	0.1615871104
992	0.1614910357
993	0.1613371436
994	0.1610820765
995	0.1609364212
996	0.1607576956
997	0.1605710523
998	0.1604376171
999	0.160332567
